Name,Reign_Beginning,Reign_End,Defeated,Defenses,Reach,Height,Stance,Nationality,Weight,Recognition
Ricardo Mayorga,30-Mar-02,13-Dec-03,Andrew Lewis,2,174,178,,Nicaraguan,Welt,WBA
Cory Spinks  ,13-Dec-03,5-Feb-05,Ricardo Mayorga,2,180,177,Southpaw,American,Welt,WBA
Zab Judah,5-Feb-05, 7 January 2006,Cory Spinks  ,1,183,170,Southpaw,American,Welt,WBA
Luis Collazo  Regular champion,7-Jan-06,13-May-06,Zab Judah,0,183,175,Southpaw,American,Welt,WBA
Ricky Hatton,13-May-06, 31 August 2006,Luis Collazo  Regular champion,0,165,168,Orthodox,British,Welt,WBA
Miguel Cotto  Regular champion,2-Dec-06,26-Jul-08,Carlos Quintana,4,170,173,Orthodox,Puerto Rican,Welt,WBA
Antonio Margarito,26-Jul-08,24-Jan-09,Miguel Cotto  Regular champion,0,183,180,Orthodox,Mexican,Welt,WBA
Shane Mosley,24-Jan-09, 21 May 2010,Antonio Margarito  ,0,188,175,Orthodox,American,Welt,WBA
Vyacheslav Senchenko  Regular champion,21-May-10,30-Apr-12,Shane Mosley,2,178,178,Orthodox,Ukrainian,Welt,WBA
Paulie Malignaggi,30-Apr-12,22-Jun-13,Vyacheslav Senchenko  Regular champion,1,178,173,,American,Welt,WBA
Adrien Broner,22-Jun-13,14-Dec-13,Paulie Malignaggi,0,177,169,Orthodox,American,Welt,WBA
Marcos Maidana,14-Dec-13,3-May-14,Adrien Broner,0,175,170,Orthodox,Argentine,Welt,WBA
Floyd Mayweather Jr.  ,3-May-14, 19 January 2016,Marcos Maidana,3,183,173,Orthodox,American,Welt,WBA
Keith Thurman  Regular champion,19-Jan-16,20-Jul-19,Floyd Mayweather Jr.  ,3,175,171,Orthodox,American,Welt,WBA
Manny Pacquiao,20-Jul-19, 29 January 2021,Keith Thurman  ,0,170,166,Southpaw,Filipino,Welt,WBA
Yordenis Ugas  ,29-Jan-21,16-Apr-22,Manny Pacquiao,1,187,177,Orthodox,Cuban,Welt,WBA
Errol Spence Jr.,16-Apr-22, present,Yordenis Ugás  ,0,183,175,Southpaw,American,Welt,WBA
Jose Antonio Rivera,13-Sep-03,2-Apr-05,Michel Trabant,0,,173,Orthodox,American,Welt,WBA_Reg
Luis Collazo,2-Apr-05, 7 January 2006,José Antonio Rivera,1,183,175,Southpaw,American,Welt,WBA_Reg
Yuriy Nuzhnenko,3-Oct-08,10-Apr-09,Promoted,0,,175,Orthodox,Ukrainian,Welt,WBA_Reg
Vyacheslav Senchenko,10-Apr-09, 21 May 2010,Yuriy Nuzhnenko,1,178,178,Orthodox,Ukrainian,Welt,WBA_Reg
Keith Thurman,28-Jan-15, 19 January 2016,Promoted,2,175,171,Orthodox,American,Welt,WBA_Reg
David Avanesyan,7-Feb-17,18-Feb-17,Promoted,0,174,173,Orthodox,Russian,Welt,WBA_Reg
Lamont Peterson,18-Feb-17, 3 October 2017,David Avanesyan,0,183,175,Orthodox,American,Welt,WBA_Reg
Lucas Matthysse,27-Jan-18,15-Jul-18,Tewa Kiram,0,175,168,Orthodox,Argentine,Welt,WBA_Reg
Manny Pacquiao,15-Jul-18, 20 July 2019,Lucas Matthysse,1,170,166,Southpaw,Filipino,Welt,WBA_Reg
Yordenis Ugas,6-Sep-20, 29 January 2021,Abel Ramos,0,187,177,Orthodox,Cuban,Welt,WBA_Reg
Jamal James,4-Feb-21,30-Oct-21,Promoted,0,178,188,Orthodox,American,Welt,WBA_Reg
Radzhab Butaev,30-Oct-21,16-Apr-22,Jamal James,0,183,179,Orthodox,Russian,Welt,WBA_Reg
Eimantas Stanionis,16-Apr-22, present,Radzhab Butaev,0,173,173,Orthodox,Lithuanian,Welt,WBA_Reg
Pinky Mitchell,22-Nov-22,21-Sep-26,Previous,0,,,Orthodox,American,LWelt,WBA
Mushy Callahan,21-Sep-26,18-Feb-30,Pinky Mitchell,3,,,,American,LWelt,WBA
Jack Kid Berg,18-Feb-30,24-Apr-31,Mushy Callahan,6,,175,,English,LWelt,WBA
Tony Canzoneri,24-Apr-31,18-Jan-32,Jack Kid Berg,3,165,163,Orthodox,American,LWelt,WBA
Johnny Jadick,18-Jan-32, 20 September 1932,Tony Canzoneri,1,,174,Orthodox,American,LWelt,WBA
Carlos Ortiz,12-Jun-59,1-Sep-60,Kenny Lane,2,178,170,Orthodox,Puerto Rican,LWelt,WBA
Duilio Loi,1-Sep-60,14-Sep-62,Carlos Ortiz,2,175,164,Orthodox,Italian,LWelt,WBA
Eddie Perkins,14-Sep-62,15-Dec-62,Duilio Loi,0,173,165,Orthodox,American,LWelt,WBA
Duilio Loi,15-Dec-62, 24 January 1963,Eddie Perkins,0,175,164,Orthodox,Italian,LWelt,WBA
Roberto Cruz,21-Mar-63,15-Jun-63,Battling Torres,0,,178,,Filipino,LWelt,WBA
Eddie Perkins,15-Jun-63,18-Jan-65,Roberto Cruz,2,173,165,Orthodox,American,LWelt,WBA
Carlos Hernandez,18-Jan-65,29-Apr-66,Eddie Perkins ,2,,167,Orthodox,Venezuelan,LWelt,WBA
Sandro Lopopolo,29-Apr-66,30-Apr-67,Carlos Hernández,1,,166,Orthodox,Italian,LWelt,WBA
Takeshi Fuji,30-Apr-67,12-Dec-68,Sandro Lopopolo,1,,,Orthodox,Japanese,LWelt,WBA
Nicolino Locche,12-Dec-68,10-Mar-72,Takeshi Fuji,5,,,Orthodox,Argentine,LWelt,WBA
Alfonso Frazer,10-Mar-72,28-Oct-72,Nicolino Locche,0,,,Orthodox,Panamanian,LWelt,WBA
Antonio Cervantes,28-Oct-72,6-Mar-76,Alfonso Frazer,10,183,174,Orthodox,Colombian,LWelt,WBA
Wilfred Benitez,6-Mar-76, 28 November 1976,Antonio Cervantes,2,178,178,Orthodox,Puerto Rican,LWelt,WBA
Antonio Cervantes,25-Jun-77,2-Aug-80,Carlos María Giménez,6,183,174,Orthodox,Colombian,LWelt,WBA
Aaron Pryor,2-Aug-80, 26 October 1983,Antonio Cervantes ,8,175,168,Orthodox,American,LWelt,WBA
Johnny Bumphus,22-Jan-84,1-Jun-84,Lorenzo Luis García,0,188,183,Southpaw,American,LWelt,WBA
Gene Hatcher,1-Jun-84,21-Jul-85,Johnny Bumphus,1,,,Orthodox, American,LWelt,WBA
Ubaldo Nestor Sacco,21-Jul-85,15-Mar-86,Gene Hatcher,0,,,,Argentine,LWelt,WBA
Patrizio Oliva,15-Mar-86,4-Jul-87,Ubaldo Néstor Sacco,2,,177,Orthodox,Italian,LWelt,WBA
Juan Martin Coggi,4-Jul-87,17-Aug-90,Patrizio Oliva,4,,,Orthodox,Argentine,LWelt,WBA
Loreto Garza,17-Aug-90,14-Jun-91,Juan Martin Coggi,1,183,178,Orthodox,American,LWelt,WBA
Edwin Rosario,14-Jun-91,10-Apr-92,Loreto Garza,0,169,168,Orthodox,Puerto Rican,LWelt,WBA
Akinobu Hiranaka,10-Apr-92,9-Sep-92,Edwin Rosario,0,,,Orthodox,Japanese,LWelt,WBA
Morris East,9-Sep-92,12-Jan-93,Akinobu Hiranaka,0,,,Southpaw, Filipino,LWelt,WBA
Juan Martin Coggi,12-Jan-93,17-Sep-94,Morris East,6,,,Orthodox,Argentine,LWelt,WBA
Frankie Randall,17-Sep-94,13-Jan-96,Juan Martin Coggi ,2,173,175,Orthodox,American,LWelt,WBA
Juan Martin Coggi,13-Jan-96,16-Aug-96,Frankie Randall,0,,,Orthodox,Argentine,LWelt,WBA
Frankie Randall,16-Aug-96,11-Jan-97,Juan Martin Coggi ,0,173,175,Orthodox,American,LWelt,WBA
Khalid Rahilou,11-Jan-97,10-Oct-98,Frankie Randall ,2,180,173,Orthodox,Moroccan,LWelt,WBA
Sharmba Mitchell,10-Oct-98,3-Feb-01,Khalid Rahilou,4,183,170,Southpaw,American,LWelt,WBA
Kostya Tszyu  ,3-Feb-01, 16 June 2004,Sharmba Mitchell,4,170,170,Orthodox,Australian,LWelt,WBA
Vivian Harris  Regular champion,16-Jun-04,25-Jun-05,,1,,,Orthodox,,LWelt,WBA
Carlos Maussa,25-Jun-05,26-Nov-05,Vivian Harris  Regular champion,0,185,179,Orthodox,Colombian,LWelt,WBA
Ricky Hatton  ,26-Nov-05, 4 May 2006,Carlos Maussa,0,165,168,Orthodox,British,LWelt,WBA
Souleymane M'baye  Regular champion,2-Sep-06,21-Jul-07,Raúl Horacio Balbi,1,,,Orthodox,French,LWelt,WBA
Gavin Rees,21-Jul-07,22-Mar-08,Souleymane M'baye  Regular champion,0,163,163,Orthodox,Welsh,LWelt,WBA
Andreas Kotelnik,22-Mar-08,18-Jul-09,Gavin Rees,2,178,171,Orthodox,Ukrainian,LWelt,WBA
Amir Khan,18-Jul-09,10-Dec-11,Andreas Kotelnik,5,180,174,Orthodox,British,LWelt,WBA
Lamont Peterson,10-Dec-11, 11 July 2012,Amir Khan  ,0,183,175,Orthodox,American,LWelt,WBA
Amir Khan,11-Jul-12,14-Jul-12,Lamont Peterson,0,180,174,Orthodox,British,LWelt,WBA
Danny Garcia,14-Jul-12, 11 September 2015,Amir Khan ,4,174,174,Orthodox,American,LWelt,WBA
Adrien Broner,3-Oct-15, 1 April 2016,Khabib Allakhverdiev,0,177,169,Orthodox,American,LWelt,WBA
Ricky Burns  Regular champion,28-May-16,15-Apr-17,Michele Di Rocco,1,178,175,Orthodox,Scottish,LWelt,WBA
Julius Indongo  ,15-Apr-17,19-Aug-17,Ricky Burns,0,182,179,Southpaw,Namibian,LWelt,WBA
Terence Crawford  ,19-Aug-17, 28 October 2017,Julius Indongo,0,188,173,Southpaw,American,LWelt,WBA
Kiryl Relikh  Regular champion,10-Mar-18,27-Apr-19,Rances Barthelemy,1,171,177,Orthodox,Belarusian,LWelt,WBA
Regis Prograis,27-Apr-19,26-Oct-19,Kiryl Relikh  Regular champion,0,170,173,Southpaw,American,LWelt,WBA
Josh Taylor  ,26-Oct-19, 14 May 2022,Regis Prograis,3,177,178,Southpaw,Scottish,LWelt,WBA
Alberto Puello,20-Aug-22, present,Batyr Akhmedov,0,180,175,Southpaw,Dominican,LWelt,WBA
Diosbelys Hurtado,11-May-02,19-Oct-02,Randall Bailey,0,173,185,Orthodox,Cuban  Spanish,LWelt,WBA_Reg
Vivian Harris,19-Oct-02, 16 June 2004,Diosbelys Hurtado,2,,,Orthodox,Guyanese,LWelt,WBA_Reg
Marcos Maidana,23-Jul-11, 16 July 2012,Promoted,1,175,170,Orthodox,Argentine,LWelt,WBA_Reg
Khabib Allakhverdiev,30-Nov-12,12-Apr-14,Joan Guzmán,1,173,173,Southpaw,Russian,LWelt,WBA_Reg
Jessie Vargas,12-Apr-14, 27 June 2015,Khabib Allakhverdiev,2,180,180,Orthodox,American,LWelt,WBA_Reg
Mario Barrios,28-Sep-19,26-Jun-21,Batyr Akhmedov,1,180,178,Orthodox,American,LWelt,WBA_Reg
Gervonta Davis,26-Jun-21, 7 December 2021,Mario Barrios,0,171,166,Southpaw,American,LWelt,WBA_Reg
Benny Leonard,28-May-17, 15 January 1925,Previous,7,175,165,Orthodox,American,Light,WBA
Jimmy Goodrich,13-Jul-25,7-Dec-25,Stanislaus Loayza,0,166,168,Orthodox,American,Light,WBA
Rocky Kansas,7-Dec-25,3-Jul-26,Jimmy Goodrich,0,,,Southpaw,American,Light,WBA
Sammy Mandell,3-Jul-26,17-Jul-30,Rocky Kansas,3,170,168,Southpaw,American,Light,WBA
Al Singer,17-Jul-30,14-Nov-30,Sammy Mandell,0,,,,American,Light,WBA
Tony Canzoneri,14-Nov-30,23-Jun-33,Al Singer,5,165,163,Orthodox,American,Light,WBA
Barney Ross,23-Jun-33, 15 April 1935,Tony Canzoneri,1,170,170,Orthodox,American,Light,WBA
Tony Canzoneri,10-May-35,3-Sep-36,Lou Ambers,1,165,163,Orthodox,American,Light,WBA
Lou Ambers,3-Sep-36,17-Aug-38,Tony Canzoneri ,2,,,,American,Light,WBA
Henry Armstrong,17-Aug-38,22-Aug-39,Lou Ambers,1,170,166,Orthodox,American,Light,WBA
Lou Ambers,22-Aug-39, 25 March 1940,Henry Armstrong,0,,,,American,Light,WBA
Sammy Angott,3-May-40, 14 November 1942,Davey Day,1,,,Orthodox,American,Light,WBA
Sammy Angott,27-Oct-43,8-Mar-44,Slugger White,0,,,Orthodox,American,Light,WBA
Juan Zurita,8-Mar-44,18-Apr-45,Sammy Angott ,0,168,168,Southpaw, Mexican,Light,WBA
Ike Williams,18-Apr-45,25-May-51,Juan Zurita,8,173,175,Orthodox,American,Light,WBA
Jimmy Carter,25-May-51,14-May-52,Ike Williams,2,173,168,Orthodox,American,Light,WBA
Lauro Salas,14-May-52,15-Oct-52,Jimmy Carter,0,170,168,Orthodox,Mexican,Light,WBA
Jimmy Carter,15-Oct-52,5-Mar-54,Lauro Salas,3,173,168,Orthodox,American,Light,WBA
Paddy DeMarco,5-Mar-54,17-Nov-54,Jimmy Carter ,0,,168,Orthodox,American,Light,WBA
Jimmy Carter,17-Nov-54,29-Jun-55,Paddy DeMarco,0,173,168,Orthodox,American,Light,WBA
Wallace Bud Smith,29-Jun-55,24-Aug-56,Jimmy Carter ,1,,169,Orthodox,American,Light,WBA
Joe Brown,24-Aug-56,21-Apr-62,Wallace Bud Smith,11,173,171,Orthodox,American,Light,WBA
Carlos Ortiz,21-Apr-62,10-Apr-65,Joe Brown,4,178,170,Orthodox,Puerto Rican,Light,WBA
Ismael Laguna,10-Apr-65,13-Nov-65,Carlos Ortiz,0,173,175,Orthodox,Panamanian,Light,WBA
Carlos Ortiz,13-Nov-65,29-Jun-68,Ismael Laguna,5,178,170,Orthodox,Puerto Rican,Light,WBA
Carlos Cruz,29-Jun-68,18-Feb-69,Carlos Ortiz ,1,173,169,Orthodox,Dominican,Light,WBA
Mando Ramos,18-Feb-69,3-Mar-70,Carlos Cruz,1,182,175,Orthodox,American,Light,WBA
Ismael Laguna,3-Mar-70,26-Sep-70,Mando Ramos,1,173,175,Orthodox,Panamanian,Light,WBA
Ken Buchanan,26-Sep-70,26-Jun-72,Ismael Laguna ,2,,,Orthodox,Scottish,Light,WBA
Roberto Duran,26-Jun-72, 2 February 1979,Ken Buchanan,12,169,170,Orthodox,Panamanian,Light,WBA
Ernesto Espana,16-Jun-79,2-Mar-80,Claude Noel,1,,,Orthodox, Venezuelan,Light,WBA
Hilmer Kenty,2-Mar-80,12-Apr-81,Ernesto España,3,,,,American,Light,WBA
Sean O'Grady,12-Apr-81, 14 August 1981,Hilmer Kenty,0,,,,American,Light,WBA
Claude Noel,12-Sep-81,5-Dec-81,Rodolfo González,0,,173,Orthodox,Trinidadian,Light,WBA
Arturo Frias,5-Dec-81,8-May-82,Claude Noel,1,170,170,Orthodox,American,Light,WBA
Ray Mancini,8-May-82,1-Jun-84,Arturo Frias,4,165,164,Orthodox,American,Light,WBA
Livingstone Bramble,1-Jun-84,26-Sep-86,Ray Mancini,2,,,,Virgin Islander,Light,WBA
Edwin Rosario,26-Sep-86,21-Nov-87,Livingstone Bramble,1,169,168,Orthodox,Puerto Rican,Light,WBA
Julio Cesar Chavez,21-Nov-87, 1 June 1989,Edwin Rosario,2,173,171,Orthodox,Mexican,Light,WBA
Edwin Rosario,9-Jul-89,4-Apr-90,Anthony Jones,0,169,168,Orthodox,Puerto Rican,Light,WBA
Juan Nazario,4-Apr-90,11-Aug-90,Edwin Rosario ,0,,,, Puerto Rican,Light,WBA
Pernell Whitaker,11-Aug-90, 20 April 1992,Juan Nazario,3,175,168,Southpaw,American,Light,WBA
Joey Gamache,13-Jun-92,24-Oct-92,Chil-Sung Jun,0,163,168,Orthodox,American,Light,WBA
Tony Lopez,24-Oct-92,26-Jun-93,Joey Gamache,1,178,170,Orthodox,American,Light,WBA
Dingaan Thobela,26-Jun-93,30-Oct-93,Tony Lopez,0,183,171,Orthodox,South African,Light,WBA
Orzubek Nazarov,30-Oct-93,16-May-98,Dingaan Thobela,6,,,Southpaw,Kyrgyz,Light,WBA
Jean Baptiste Mendy,16-May-98,10-Apr-99,Orzubek Nazarov,1,,177,Southpaw,French,Light,WBA
Julien Lorcy,10-Apr-99,7-Aug-99,Jean Baptiste Mendy,0,,,Orthodox,French,Light,WBA
Stefano Zoff,7-Aug-99,13-Nov-99,Julien Lorcy,0,,175,Orthodox, Italian,Light,WBA
Gilberto Serrano,13-Nov-99,11-Jun-00,Stefano Zoff,1,,,,Venezuelan,Light,WBA
Takanori Hatakeyama,11-Jun-00,1-Jul-01,Gilberto Serrano,2,,173,Orthodox,Japanese,Light,WBA
Julien Lorcy,1-Jul-01,18-Oct-01,Takanori Hatakeyama,0,,,Orthodox,French,Light,WBA
Raul Horacio Balbi,18-Oct-01,5-Jan-02,Julien Lorcy ,0,,170,Orthodox, Argentine,Light,WBA
Leonard Doroftei,5-Jan-02, 24 October 2003,Raúl Horacio Balbi,2,,163,Orthodox,Romanian,Light,WBA
Lakva Sim,10-Apr-04,17-Jul-04,Miguel Callist,0,,170,Orthodox,Mongolian,Light,WBA
Juan Diaz,17-Jul-04,8-Mar-08,Lakva Sim,7,170,168,Orthodox,American,Light,WBA
Nate Campbell,8-Mar-08, 10 January 2009,Juan Díaz  ,0,178,170,Orthodox,American,Light,WBA
Paulus Moses  Regular champion,10-Jan-09, 28 February 2009,,0,184,173,Orthodox,Namibian,Light,WBA
Juan Manuel Marquez  ,28-Feb-09, 4 January 2012,Juan Diaz,2,170,170,Orthodox,Mexican,Light,WBA
Richar Abril  Regular champion,28-Feb-13, 10 April 2015,Promoted,2,,,Orthodox,Cuban,Light,WBA
Darleys Perez  Regular champion,10-Apr-15,21-Nov-15,Promoted,1,178,170,,Colombian,Light,WBA
Anthony Crolla,21-Nov-15,24-Sep-16,Darleys Pérez  Regular champion,1,170,174,Orthodox,British,Light,WBA
Jorge Linares,24-Sep-16,13-May-18,Anthony Crolla,3,175,173,Orthodox,Venezuelan,Light,WBA
Vasiliy Lomachenko  ,13-May-18,17-Oct-20,Jorge Linares,3,166,170,Southpaw,Ukrainian,Light,WBA
Teofimo Lopez,17-Oct-20,27-Nov-21,Vasiliy Lomachenko  ,0,174,171,Orthodox,American,Light,WBA
George Kambosos Jr,27-Nov-21,5-Jun-22,Teófimo López,0,173,174,Orthodox,Australian,Light,WBA
Devin Haney,5-Jun-22, present,George Kambosos Jr,1,180,173,Orthodox,American,Light,WBA
Jose Alfaro,29-Dec-07,19-May-08,Prawet Singwancha,0,,171,Orthodox,Nicaraguan,Light,WBA_Reg
Yusuke Kobori,19-May-08,3-Jan-09,José Alfaro,0,,171,Orthodox, Japanese,Light,WBA_Reg
Paulus Moses,3-Jan-09, 10 January 2009,Yusuke Kobori,0,184,173,Orthodox,Namibian,Light,WBA_Reg
Paulus Moses,28-Feb-09,29-May-10,Paulus Moses,1,184,173,Orthodox,Namibian,Light,WBA_Reg
Miguel Acosta,29-May-10,26-Feb-11,Paulus Moses ,0,180,170,Orthodox,Venezuelan,Light,WBA_Reg
Brandon Rios,26-Feb-11, 3 December 2011,Miguel Acosta,1,173,173,Orthodox,American,Light,WBA_Reg
Gervonta Davis,28-Dec-19, present,Yuriorkis Gamboa,4,171,166,Southpaw,American,Light,WBA_Reg
Tod Morgan,16-Dec-27,19-Dec-29,Previous,5,180,171,Orthodox,American,SuperFeath,WBA
Benny Bass,19-Dec-29,15-Jul-31,Tod Morgan,0,163,156,Orthodox,American,SuperFeath,WBA
Kid Chocolate,15-Jul-31, 25 December 1933,Benny Bass,6,165,168,Orthodox,Cuban,SuperFeath,WBA
Frankie Klick,25-Dec-33, 5 March 1934,Kid Chocolate ,0,171,165,Orthodox,American,SuperFeath,WBA
Sandy Saddler,6-Dec-49, 21 January 1957,Frankie Klick,2,178,174,Orthodox,American,SuperFeath,WBA
Harold Gomes,20-Jul-59,16-Mar-60,Paul Jorgensan,0,,165,Orthodox,American,SuperFeath,WBA
Gabriel Elorde,16-Mar-60,15-Jun-67,Harold Gomes,9,173,166,Southpaw, Filipino,SuperFeath,WBA
Yoshiaki Numata,15-Jun-67,14-Dec-67,Gabriel Elorde,0,,,Orthodox,Japanese,SuperFeath,WBA
Hiroshi Kobayashi,14-Dec-67,29-Jul-71,Yoshiaki Numata,6,,,,Japanese,SuperFeath,WBA
Alfredo Marcano,29-Jul-71,25-Apr-72,Hiroshi Kobayashi,1,,,Orthodox,Venezuelan,SuperFeath,WBA
Ben Villaflor,25-Apr-72,12-Mar-73,Alfredo Marcano,1,170,166,Southpaw,Filipino,SuperFeath,WBA
Kuniaki Shibata,12-Mar-73,17-Oct-73,Ben Villaflor,1,161,163,Orthodox,Japanese,SuperFeath,WBA
Ben Villaflor,17-Oct-73,16-Oct-76,Kuniaki Shibata,5,170,166,Southpaw,Filipino,SuperFeath,WBA
Samuel Serrano,16-Oct-76,2-Aug-80,Ben Villaflor ,10,180,174,Orthodox,Puerto Rican,SuperFeath,WBA
Yasutsune Uehara,2-Aug-80,9-Apr-81,Samuel Serrano,1,,,Orthodox,Japanese,SuperFeath,WBA
Samuel Serrano,9-Apr-81,19-Jan-83,Yasutsune Uehara,3,180,174,Orthodox,Puerto Rican,SuperFeath,WBA
Roger Mayweather,19-Jan-83,26-Feb-84,Samuel Serrano ,2,187,171,Orthodox,American,SuperFeath,WBA
Rocky Lockridge,26-Feb-84,19-May-85,Roger Mayweather,2,173,169,Orthodox,American,SuperFeath,WBA
Wilfredo Gomez,19-May-85,24-May-86,Rocky Lockridge,0,169,166,Orthodox,Puerto Rican,SuperFeath,WBA
Alfredo Layne,24-May-86,27-Sep-86,Wilfredo Gómez,0,,,,Panamanian,SuperFeath,WBA
Brian Mitchell,27-Sep-86, 25 April 1991,Alfredo Layne,12,173,168,Orthodox,South African,SuperFeath,WBA
Joey Gamache,28-Jun-91, 20 October 1991,Jerry Ngobeni,0,163,168,Orthodox,American,SuperFeath,WBA
Genaro Hernandez,22-Nov-91, 13 July 1995,Daniel Londas,8,183,180,Orthodox,American,SuperFeath,WBA
Choi Yong-soo,21-Oct-95,5-Sep-98,Víctor Hugo Paz,7,,173,Orthodox,South Korean,SuperFeath,WBA
Takanori Hatakeyama,5-Sep-98,27-Jun-99,Choi Yong-soo,1,,173,Orthodox,Japanese,SuperFeath,WBA
Lakva Sim,27-Jun-99,31-Oct-99,Takanori Hatakeyama,0,,170,Orthodox,Mongolian,SuperFeath,WBA
Baek Jong-kwon,31-Oct-99,21-May-00,Lakva Sim,1,,,Orthodox, South Korean,SuperFeath,WBA
Joel Casamayor,21-May-00,12-Jan-02,Baek Jong-kwon,4,175,170,Southpaw,Cuban,SuperFeath,WBA
Acelino Freitas  ,12-Jan-02, 10 February 2004,Joel Casamayor,3,175,168,Orthodox,Brazilian,SuperFeath,WBA
Yodsanan Sor Nanthachai   Regular champion,10-Feb-04,30-Apr-05,,1,,168,Southpaw,Thailand,SuperFeath,WBA
Vicente Mosquera,30-Apr-05,5-Aug-06,Yodsanan Sor Nanthachai   Regular champion,1,,,Orthodox, Panamanian,SuperFeath,WBA
Edwin Valero,5-Aug-06, 3 September 2008,Vicente Mosquera,4,175,168,Southpaw,Venezuelan,SuperFeath,WBA
Jorge Linares,28-Nov-08,10-Oct-09,Whyber Garcia,1,175,173,Orthodox,Venezuelan,SuperFeath,WBA
Juan Carlos Salgado,10-Oct-09,11-Jan-10,Jorge Linares,0,177,175,Orthodox, Mexican,SuperFeath,WBA
Takashi Uchiyama,11-Jan-10,27-Apr-16,Juan Carlos Salgado,11,182,171,Orthodox,Japanese,SuperFeath,WBA
Jezreel Corrales,27-Apr-16, 20 October 2017,Takashi Uchiyama  ,2,170,168,Southpaw,Panamanian,SuperFeath,WBA
Alberto Machado  Regular champion,21-Oct-17, 21 April 2018,Jezreel Corrales,0,183,178,Southpaw,Puerto Rican,SuperFeath,WBA
Gervonta Davis  ,21-Apr-18, 2 September 2019,Jesús Cuellar,2,171,166,Southpaw,American,SuperFeath,WBA
Andrew Cancio  Regular champion,2-Sep-19, 23 November 2019,Gervonta Davis  ,0,173,168,Orthodox,American,SuperFeath,WBA
Leo Santa Cruz  ,23-Nov-19,31-Oct-20,Miguel Flores,0,175,171,Orthodox,Mexican,SuperFeath,WBA
Gervonta Davis,31-Oct-20, 28 August 2021,Léo Santa Cruz  ,0,,,,American,SuperFeath,WBA
Roger Gutierrez,28-Aug-21,20-Aug-22,Gervonta Davis ,0,177,173,Orthodox,Venezuelan,SuperFeath,WBA
Hector Garcia,20-Aug-22, present,Roger Gutiérrez,0,175,173,Southpaw,Dominican,SuperFeath,WBA
Yodsanan Sor Nanthachai,13-Apr-02, 10 February 2004,Lakva Sim,2,,168,Southpaw,Thailand,SuperFeath,WBA_Reg
Javier Fortuna,29-May-15,24-Jun-16,Bryan Vásquez,1,173,170,Southpaw,Dominican,SuperFeath,WBA_Reg
Jason Sosa,24-Jun-16, 15 February 2017,Javier Fortuna,1,170,165,Orthodox,American,SuperFeath,WBA_Reg
Alberto Machado,21-Apr-18,9-Feb-19,Jason Sosa,2,183,178,Southpaw,Puerto Rican,SuperFeath,WBA_Reg
Andrew Cancio,9-Feb-19,23-Nov-19,Alberto Machado,2,173,168,Orthodox,American,SuperFeath,WBA_Reg
Rene Alvarado,23-Nov-19,2-Jan-21,Andrew Cancio ,0,183,170,Orthodox,Nicaraguan,SuperFeath,WBA_Reg
Roger Gutierrez,2-Jan-21, 28 August 2021,René Alvarado,1,177,173,Orthodox,Venezuelan,SuperFeath,WBA_Reg
Benny Bass,12-Sep-27,10-Feb-28,Red Chapman,0,163,156,Orthodox,American,Feath,WBA
Tony Canzoneri,10-Feb-28,28-Sep-28,Benny Bass,0,165,163,Orthodox,American,Feath,WBA
Andre Routis,28-Sep-28,23-Sep-29,Tony Canzoneri,1,,163,,French,Feath,WBA
Christopher Battalino,23-Sep-29, 27 January 1932,André Routis,5,165,166,Orthodox,American,Feath,WBA
Tommy Paul,26-May-32,13-Jan-33,Johnny Pena,0,161,163,Orthodox,American,Feath,WBA
Freddie Miller,13-Jan-33,11-May-36,Tommy Paul,11,,165,Southpaw,American,Feath,WBA
Petey Sarron,11-May-36,29-Oct-37,Freddie Miller,2,160,160,Orthodox,America,Feath,WBA
Henry Armstrong,29-Oct-37, 12 September 1938,Petey Sarron,0,170,166,Orthodox,American,Feath,WBA
Joey Archibald,29-Oct-39, 29 March 1940,Leo Rodak,1,,159,Orthodox,American,Feath,WBA
Petey Scalzo,1-May-40,1-Jul-41,Joey Archibald,3,169,165,Orthodox, American,Feath,WBA
Richie Lemos,1-Jul-41,18-Nov-41,Petey Scalzo,0,183,170,Southpaw,American,Feath,WBA
Jackie Wilson,18-Nov-41,16-Aug-43,Richie Lemos,2,,,Orthodox,American,Feath,WBA
Phil Terranova,16-Aug-43,10-Mar-44,Jackie Callura,0,,157,, American,Feath,WBA
Sal Bartolo,10-Mar-44,7-Jun-46,Phil Terranova,3,,168,,American,Feath,WBA
Willie Pep,7-Jun-46,29-Oct-48,Sal Bartolo,2,173,165,Orthodox,American,Feath,WBA
Sandy Saddler,29-Oct-48,11-Feb-49,Willie Pep,0,178,174,Orthodox,American,Feath,WBA
Willie Pep,11-Feb-49,8-Sep-50,Sandy Saddler,3,173,165,Orthodox,American,Feath,WBA
Sandy Saddler,8-Sep-50, 16 January 1957,Willie Pep ,2,178,174,Orthodox,American,Feath,WBA
Hogan Bassey,24-Jun-57,18-Mar-59,Cherif Hamia,1,,,,Nigerian,Feath,WBA
Davey Moore,18-Mar-59,21-Mar-63,Hogan Bassey,5,,,,American,Feath,WBA
Sugar Ramos,21-Mar-63,26-Sep-64,Davey Moore,3,164,164,Orthodox,Mexican,Feath,WBA
Vicente Saldivar,26-Sep-64, 14 October 1967,Sugar Ramos,7,170,168,Southpaw,Mexican,Feath,WBA
